"";"ships_from";"ships_to";"successful_transactions"
"764";"NL";"WW, EU";620
"765";"NL";"WW, EU";620
"766";"DE";"WW";24
"767";"NL";"WW";40
"768";"NL";"WW";310
"769";"DE";"WW";40
"770";"NL";"WW";40
"771";"NL";"WW, EU";430
"772";"GB";"GB";540
"773";"US";"US";110
"774";"DE";"WW";540
"775";"DE";"DE, WW";600
"776";"DE";"DE, WW";3250
"777";"NL";"WW";110
"778";"NL";"EU";180
"779";"GB";"GB, EU";110
"780";"BE";"WW";70
"781";"DE";"DE, WW";3250
"782";"NL";"WW";40
"783";"US";"US";370
"784";"NL";"WW";17
"785";"NL";"EU";720
"786";"US";"US";370
"787";"NL";"EU, WW";32
"788";"DE";"WW";24
"789";"FR";"WW";17
"790";"DE";"WW";540
"791";"NL";"EU";350
"792";"GB";"GB, WW";2450
"793";"AU";"AU";50
"794";"AU";"AU";50
"795";"US";"N. America, WW";70
"796";"NL";"WW";40
"797";"BE";"WW";1
"798";"DE";"WW";100
"799";"EU";"WW";150
"800";"GB";"WW";110
"801";"GB";"WW";110
"802";"EU";"EU";130
"803";"GB";"GB, IE";200
"804";"DE";"EU";40
"805";"GB";"WW";190
"806";"GB";"WW";1250
"807";"GB";"WW";190
"808";"GB";"GB";14
"809";"US";"US, WW";840
"810";"DE";"WW";110
"811";"WW";"WW";50
"812";"AU";"AU, NZ";32
"813";"US";"US";8
"814";"GB";"GB, EU";60
"815";"US";"US";110
"816";"GB";"GB";150
"817";"GB";"EU";1150
"818";"GB";"GB, WW";270
"819";"US";"US";90
"820";"US";"WW";160
"821";"NL";"WW";4
"822";"GB";"GB, EU";210
"823";"CA";"CA, EU";60
"824";"GB";"WW";2350
"825";"NL";"EU, WW";130
"826";"GB";"GB, EU";1950
"827";"GB";"WW, EU";820
"828";"US";"US";190
"829";"ES";"WW";100
"830";"AU";"AU, NZ";170
"831";"US";"US";80
"832";"US";"US";150
"833";"US";"US";110
"834";"NL";"WW";110
"835";"FR";"WW";260
"836";"DE";"WW";20
"837";"WW";"WW";80
"838";"NL";"EU";90
"839";"DE";"WW";250
"840";"DE";"WW";20
"841";"NL";"EU";90
"842";"NL";"WW";140
"843";"DE";"WW";20
"844";"NL";"EU";620
"845";"NL";"EU";70
"846";"NL";"EU";230
"847";"DE";"EU, GB";20
"848";"DE";"EU, GB";20
"849";"GB";"GB";280
"850";"CA";"WW";15
"851";"NL";"WW, EU";40
"852";"NL";"EU";460
"853";"NL";"EU";460
"854";"NL";"EU, ASIA";60
"855";"NL";"EU";5
"856";"DE";"WW";250
"857";"GB";"GB";150
"858";"GB";"GB, WW";110
"859";"DE";"EU, DE";13
"860";"FR";"FR, EU";540
"861";"DE";"EU";130
"862";"DE";"EU, DE";80
"863";"NL";"EU";230
"864";"NL";"EU";230
"865";"GB";"GB";280
"866";"GB";"GB";280
"867";"NL";"WW";140
"868";"NL";"WW";15
"869";"NL";"WW";310
"870";"DE";"WW";40
"871";"FR";"WW";260
"872";"FR";"WW";260
"873";"NL";"WW, EU";430
"874";"US";"US";110
"875";"DE";"DE, WW";600
"876";"DE";"DE, WW";3250
"877";"NL";"EU";180
"878";"DE";"DE, WW";3250
"879";"FR";"WW";17
"880";"WW";"WW";80
"881";"NL";"EU";90
"882";"DE";"WW";250
"883";"DE";"WW";20
"884";"NL";"EU";90
"885";"NL";"EU";620
"886";"NL";"EU";70
"887";"DE";"EU, GB";20
"888";"DE";"EU, GB";20
"889";"NL";"WW, EU";40
"890";"DE";"WW";250
"891";"FR";"FR, EU";540
"892";"NL";"WW";310
"893";"FR";"WW";260
"894";"NL";"WW, EU";430
"895";"DE";"EU, WW";80
"896";"DE";"WW";40
"897";"DE";"WW";540
"898";"NL";"EU";350
"899";"DE";"DE, WW";3250
"900";"DE";"DE, WW";28
"901";"NL";"WW";110
"902";"NL";"EU";180
"903";"DE";"EU, WW";100
"904";"BE";"WW";70
"905";"DE";"DE, WW";3250
"906";"DE";"DE";1700
"907";"NL";"WW";140
"908";"NL";"WW";140
"909";"NL";"WW";40
"910";"DE";"DE, WW";60
"911";"NL";"WW";40
"912";"BE";"WW";1
"913";"DE";"WW";520
"914";"NL";"WW";40
"915";"DE";"WW";100
"916";"EU";"WW";150
"917";"IT";"WW";220
"918";"NL";"WW";100
"919";"ES";"WW";100
"920";"FR";"WW";17
"921";"FR";"WW";17
"922";"US";"US";190
"923";"NL";"WW, NL";130
"924";"NL";"EU";350
"925";"DE";"DE, WW";600
"926";"DE";"DE, WW";3250
"927";"DE";"DE, WW";28
"928";"NL";"EU";180
"929";"DE";"EU, WW";100
"930";"DE";"DE";1700
"931";"NL";"WW";40
"932";"DE";"DE, WW";60
"933";"DE";"DE, WW";60
"934";"NL";"WW";40
"935";"BE";"WW";1
"936";"NL";"WW";40
"937";"DE";"WW";100
"938";"EU";"WW";150
"939";"IT";"WW";220
"940";"NL";"EU";350
"941";"NL";"WW";110
"942";"NL";"EU";180
"943";"DE";"EU, WW";100
"944";"DE";"DE";1700
"945";"US";"N. America, WW";70
"946";"EU";"WW";150
"947";"DE";"WW";20
"948";"DE";"WW, DE";490
"949";"NL";"EU";620
"950";"NL";"EU";70
"951";"NL";"EU";230
"952";"DE";"DE, NL";150
"953";"NL";"EU";460
"954";"NL";"EU";90
"955";"DE";"WW";130
"956";"DE";"WW";130
"957";"EU";"WW";60
"958";"FR";"FR, EU";540
"959";"NL";"WW";300
"960";"NL";"WW, EU";620
"961";"NL";"WW, EU";620
"962";"DE";"WW";24
"963";"NL";"WW";310
"964";"DE";"WW";20
"965";"DE";"WW, DE";490
"966";"NL";"EU";620
"967";"NL";"EU";70
"968";"NL";"EU";230
"969";"NL";"WW";17
"970";"NL";"EU";720
"971";"DE";"WW, US";230
"972";"DE";"DE, NL";150
"973";"DE";"WW";660
"974";"WW";"WW";80
"975";"NL";"EU";460
"976";"GB";"GB";300
"977";"NL";"EU";90
"978";"NL";"WW";110
"979";"DE";"WW";130
"980";"DE";"WW";130
"981";"NL";"EU, ASIA";60
"982";"EU";"WW";60
"983";"NL";"WW";200
"984";"DE";"WW";250
"985";"FR";"FR, EU";540
"986";"NL";"WW";4
"987";"NL";"EU, WW";130
"988";"NL";"EU";230
"989";"NL";"WW";300
"990";"DE";"EU, DE";13
"991";"NL";"WW, EU";620
"992";"NL";"WW, EU";620
"993";"NL";"WW";140
"994";"DE";"WW";24
"995";"NL";"WW";310
"996";"FR";"WW";260
"997";"DE";"WW";110
"998";"US";"N. America, WW";70
"999";"NL";"WW";140
"1000";"EU";"WW";150
"1001";"GB";"WW";1250
"1002";"US";"US";370
"1003";"GB";"GB, IE";200
"1004";"US";"US";110
"1005";"NL";"EU, WW";32
"1006";"GB";"GB, EU";210
"1007";"CA";"CA, EU";60
"1008";"GB";"WW, EU";820
"1009";"US";"US";190
"1010";"EU";"EU";130
"1011";"GB";"GB, IE";200
"1012";"DE";"WW";20
"1013";"NL";"EU";620
"1014";"NL";"EU";70
"1015";"NL";"EU";230
"1016";"NL";"WW";17
"1017";"NL";"EU";720
"1018";"DE";"DE, NL";150
"1019";"DE";"WW";660
"1020";"CA";"WW, EU";70
"1021";"DE";"EU, GB";20
"1022";"DE";"EU, GB";20
"1023";"WW";"WW";80
"1024";"GB";"GB";280
"1025";"NL";"WW, EU";40
"1026";"NL";"WW";540
"1027";"NL";"EU";460
"1028";"NL";"EU";460
"1029";"NL";"WW, EU";15
"1030";"NL";"EU";90
"1031";"DE";"DE, WW";600
"1032";"NL";"WW, EU";15
"1033";"NL";"WW";40
"1034";"EU";"EU, WW";100
"1035";"NL";"EU, ASIA";60
"1036";"NL";"EU";5
"1037";"NL";"WW";200
"1038";"DE";"WW";250
"1039";"DE";"WW";250
"1040";"GB";"GB";150
"1041";"DE";"EU, DE";13
"1042";"FR";"FR, EU";540
"1043";"DE";"EU";130
"1044";"NL";"EU, WW";32
"1045";"DE";"EU";380
"1046";"DE";"EU, DE";80
"1047";"NL";"EU";230
"1048";"NL";"EU";230
"1049";"NL";"WW";300
"1050";"BR";"WW";1
"1051";"NL";"WW";12
"1052";"NL";"WW, EU";620
"1053";"NL";"WW, EU";620
"1054";"NL";"WW";15
"1055";"DE";"WW";24
"1056";"NL";"WW";310
"1057";"DE";"WW";40
"1058";"FR";"WW";260
"1059";"FR";"WW";260
"1060";"NL";"WW, EU";430
"1061";"GB";"GB";540
"1062";"NL";"EU";180
"1063";"FR";"FR, EU";540
"1064";"NL";"WW, EU";430
"1065";"NL";"EU";350
"1066";"DE";"DE, WW";28
"1067";"NL";"EU";180
"1068";"GB";"GB, WW";2450
"1069";"AU";"AU";50
"1070";"AU";"AU";50
"1071";"US";"N. America, WW";70
"1072";"NL";"WW";140
"1073";"NL";"WW";40
"1074";"NL";"WW";40
"1075";"EU";"WW";150
"1076";"AU";"AU, NZ";32
"1077";"AU";"AU";40
"1078";"GB";"WW";2350
"1079";"DE";"WW";540
"1080";"NL";"WW";100
"1081";"NL";"EU";620
"1082";"NL";"EU";230
"1083";"US";"US";190
"1084";"DE";"DE, WW";3250
"1085";"NL";"EU";180
"1086";"NL";"EU";620
"1087";"NL";"EU";90
"1088";"EU";"EU";130
"1089";"GB";"GB, IE";200
"1090";"DE";"EU";40
"1091";"GB";"WW";190
"1092";"US";"US";370
"1093";"GB";"WW";1250
"1094";"GB";"WW";190
"1095";"NL";"WW";17
"1096";"NL";"EU";720
"1097";"GB";"GB";14
"1098";"CA";"WW, EU";70
"1099";"US";"US";370
"1100";"US";"US, WW";840
"1101";"US";"US";370
"1102";"GB";"GB";280
"1103";"DE";"WW";110
"1104";"WW";"WW";50
"1105";"CA";"WW";15
"1106";"NL";"EU";460
"1107";"NL";"EU";460
"1108";"US";"US";8
"1109";"US";"US";110
"1110";"GB";"GB";150
"1111";"GB";"GB, WW";110
"1112";"FR";"FR, EU";540
"1113";"NL";"EU, WW";32
"1114";"GB";"EU";1150
"1115";"GB";"GB, WW";270
"1116";"NL";"WW";4
"1117";"GB";"GB, EU";210
"1118";"CA";"CA, EU";60
"1119";"NL";"EU, WW";130
"1120";"GB";"GB, EU";1950
"1121";"GB";"WW, EU";820
"1122";"US";"US";190
"1123";"US";"US";80
"1124";"US";"US";90
"1125";"DE";"WW";24
"1126";"FR";"WW";260
"1127";"NL";"WW, EU";430
"1128";"US";"WW";160
"1129";"US";"US";110
"1130";"FR";"WW";260
"1131";"DE";"WW";20
"1132";"US";"WW";7
"1133";"US";"WW";7
"1134";"US";"WW";7
"1135";"US";"WW";7
"1136";"US";"WW";7
"1137";"US";"US";15
"1138";"US";"US";15
"1139";"US";"US";15
"1140";"US";"US";15
"1141";"US";"US";15
"1142";"US";"US";110
"1143";"GB";"GB, EU";740
"1144";"GB";"GB, EU";740
"1145";"GB";"GB, EU";740
"1146";"GB";"GB, EU";740
"1147";"GB";"GB, EU";740
"1148";"GB";"GB, EU";740
"1149";"GB";"GB, EU";740
"1150";"GB";"GB, EU";740
"1151";"GB";"GB, EU";740
"1152";"GB";"GB, EU";740
"1153";"DE";"WW";110
"1154";"DE";"WW";110
"1155";"DE";"WW";110
"1156";"DE";"WW";110
"1157";"DE";"WW";110
"1158";"DE";"WW";110
"1159";"DE";"WW";110
"1160";"DE";"WW";110
"1161";"DE";"WW";110
"1162";"DE";"WW";110
"1163";"FR";"FR, EU";540
"1164";"NL";"WW, EU";430
"1165";"GB";"GB, EU";110
"1166";"BE";"WW";70
"1167";"BE";"WW";70
"1168";"BE";"WW";70
"1169";"BE";"WW";70
"1170";"BE";"WW";70
"1171";"GB";"WW, EU";980
"1172";"GB";"WW, EU";980
"1173";"GB";"WW, EU";980
"1174";"GB";"WW, EU";980
"1175";"GB";"WW, EU";980
"1176";"GB";"WW, EU";980
"1177";"GB";"WW, EU";980
"1178";"GB";"WW, EU";980
"1179";"GB";"WW, EU";980
"1180";"GB";"WW, EU";980
"1181";"FR";"WW";140
"1182";"FR";"WW";140
"1183";"FR";"WW";140
"1184";"FR";"WW";140
"1185";"FR";"WW";140
"1186";"FR";"WW";140
"1187";"GB";"WW, EU";980
"1188";"GB";"WW, EU";980
"1189";"GB";"WW, EU";980
"1190";"FR";"FR, EU";540
"1191";"NL";"WW, EU";430
"1192";"GB";"WW";580
"1193";"GB";"WW";580
"1194";"GB";"WW";580
"1195";"GB";"WW";580
"1196";"GB";"WW";580
"1197";"GB";"WW";580
"1198";"GB";"WW";580
"1199";"GB";"WW";580
"1200";"GB";"WW";580
"1201";"GB";"WW, GB";1550
"1202";"GB";"WW, GB";1550
"1203";"GB";"WW, GB";1550
"1204";"GB";"WW, GB";1550
"1205";"IT";"WW";11
"1206";"IT";"WW";11
"1207";"GB";"WW, EU";980
"1208";"GB";"WW, EU";980
"1209";"GB";"WW, EU";980
"1210";"GB";"WW, EU";980
"1211";"GB";"WW, EU";980
"1212";"GB";"WW, EU";980
"1213";"GB";"WW, GB";1550
"1214";"DE";"WW, AU";70
"1215";"DE";"WW, AU";70
"1216";"DE";"WW, AU";70
"1217";"DE";"WW, AU";70
"1218";"DE";"WW, AU";70
"1219";"US";"WW";540
"1220";"ES";"EU, WW";60
"1221";"ES";"EU, WW";60
"1222";"ES";"EU, WW";60
"1223";"EU";"EU";130
"1224";"EU";"EU";130
"1225";"EU";"EU";130
"1226";"NL";"EU";230
"1227";"NL";"EU";230
"1228";"NL";"EU";230
"1229";"NL";"EU";230
"1230";"NL";"EU";230
"1231";"GB";"GB";170
"1232";"GB";"GB";170
"1233";"US";"US, WW";840
"1234";"EU";"EU";32
"1235";"EU";"EU";32
"1236";"EU";"EU";32
"1237";"EU";"EU";32
"1238";"EU";"EU";32
"1239";"WW";"WW";16
"1240";"EU";"EU";32
"1241";"EU";"EU";32
"1242";"EU";"EU";32
"1243";"EU";"EU";32
"1244";"EU";"EU";32
"1245";"EU";"EU";32
"1246";"EU";"EU";32
"1247";"NL";"WW";300
"1248";"NL";"WW";300
"1249";"NL";"WW";300
"1250";"EU";"WW";40
"1251";"EU";"WW";40
"1252";"EU";"WW";40
"1253";"EU";"WW";40
"1254";"EU";"WW";40
"1255";"EU";"WW";40
"1256";"EU";"WW";40
"1257";"NL";"WW";290
"1258";"NL";"WW";290
"1259";"NL";"WW";290
"1260";"NL";"WW";290
"1261";"NL";"WW";290
"1262";"NL";"WW";780
"1263";"NL";"WW";780
"1264";"NL";"WW";780
"1265";"NL";"WW";780
"1266";"NL";"WW";780
"1267";"CN";"WW";2
"1268";"AU";"AU";250
"1269";"AU";"AU";250
"1270";"AU";"AU";250
"1271";"AU";"AU";250
"1272";"AU";"AU";250
"1273";"AU";"AU";250
"1274";"AU";"AU";250
"1275";"NL";"EU, WW";170
"1276";"NL";"EU, WW";170
"1277";"NL";"EU, WW";170
"1278";"NL";"EU, WW";170
"1279";"NL";"EU, WW";170
"1280";"NL";"EU, WW";170
"1281";"NL";"EU, WW";170
"1282";"NL";"EU, WW";170
"1283";"NL";"EU, WW";170
"1284";"DE";"EU";70
"1285";"DE";"EU";70
"1286";"DE";"EU";70
"1287";"DE";"EU";70
"1288";"DE";"EU";70
"1289";"DE";"EU";70
"1290";"GB";"WW";700
"1291";"GB";"WW";700
"1292";"GB";"WW";700
"1293";"GB";"WW";700
"1294";"GB";"WW";700
"1295";"GB";"WW";700
"1296";"GB";"WW";700
"1297";"GB";"WW";700
"1298";"GB";"WW";700
"1299";"FR";"FR, EU";540
"1300";"FR";"FR, EU";540
"1301";"FR";"FR, EU";540
"1302";"FR";"FR, EU";540
"1303";"FR";"FR, EU";540
"1304";"GB";"GB";280
"1305";"US";"US";370
"1306";"DE";"WW, AU";70
"1307";"US";"WW, EU";15
"1308";"US";"WW, EU";15
"1309";"NL";"WW";24
"1310";"NL";"WW";24
"1311";"NL";"WW";24
"1312";"NL";"WW";24
"1313";"NL";"WW";24
"1314";"US";"WW";80
"1315";"EU";"EU, US";160
"1316";"EU";"EU, US";160
"1317";"EU";"EU, US";160
"1318";"EU";"EU, US";160
"1319";"EU";"EU, US";160
"1320";"US";"US";150
"1321";"US";"US";150
"1322";"US";"US";150
"1323";"EU";"EU";130
"1324";"GB";"GB, WW";2450
"1325";"DE";"WW";290
"1326";"GB";"GB, WW";2450
"1327";"NL";"WW";8
"1328";"GB";"WW, EU";980
"1329";"GB";"WW, EU";980
"1330";"GB";"WW, EU";980
"1331";"GB";"WW, EU";980
"1332";"GB";"WW, EU";980
"1333";"GB";"WW, EU";980
"1334";"GB";"GB";190
"1335";"GB";"GB";190
"1336";"GB";"GB";190
"1337";"GB";"GB";190
"1338";"GB";"GB";190
"1339";"GB";"GB";190
"1340";"GB";"GB";190
"1341";"EU";"WW";150
"1342";"EU";"WW";150
"1343";"EU";"WW";150
"1344";"DE";"DE";28
"1345";"DE";"DE";28
"1346";"NL";"WW";300
"1347";"NL";"WW";300
"1348";"NL";"WW";300
"1349";"WW";"WW";16
"1350";"WW";"WW";16
"1351";"FR";"WW";260
"1352";"WW";"WW";16
"1353";"GB";"WW, GB";1550
"1354";"DE";"WW";270
"1355";"DE";"WW";270
"1356";"DE";"WW";270
"1357";"DE";"WW";270
"1358";"DE";"WW";270
"1359";"DE";"WW";270
"1360";"DE";"WW";270
"1361";"DE";"WW";270
"1362";"DE";"WW";270
"1363";"DE";"WW";270
"1364";"DE";"WW";270
"1365";"DE";"WW";270
"1366";"DE";"WW";270
"1367";"DE";"WW";270
"1368";"DE";"WW";270
"1369";"DE";"WW";270
"1370";"DE";"WW";270
"1371";"DE";"WW";270
"1372";"GB";"GB";80
"1373";"GB";"GB";80
"1374";"NL";"WW";400
"1375";"NL";"WW";400
"1376";"NL";"EU, WW";60
"1377";"NL";"EU, WW";60
"1378";"NL";"EU, WW";60
"1379";"EU";"EU, WW";100
"1380";"GB";"GB";80
"1381";"NL";"EU, WW";60
"1382";"GB";"GB";80
"1383";"NL";"WW";400
"1384";"NL";"WW";400
"1385";"EU";"EU, WW";100
"1386";"NL";"EU, WW";60
"1387";"NL";"EU, WW";60
"1388";"NL";"EU, WW";60
"1389";"NL";"EU, WW";60
"1390";"US";"US";36
"1391";"GB";"GB";80
"1392";"NL";"WW";400
"1393";"NL";"WW";400
"1394";"NL";"EU, WW";60
"1395";"US";"US";36
"1396";"GB";"GB";80
"1397";"EU";"EU, WW";100
"1398";"NL";"EU, WW";60
"1399";"NL";"EU, WW";60
"1400";"NL";"EU, WW";60
"1401";"NL";"WW";400
"1402";"NL";"WW";400
"1403";"NL";"EU, WW";60
"1404";"GB";"GB";80
"1405";"EU";"EU, WW";100
"1406";"AU";"AU";1650
"1407";"US";"US";36
"1408";"AU";"AU";40
"1409";"AU";"AU";1650
"1410";"AU";"AU";1650
"1411";"AU";"AU";1650
"1412";"AU";"AU";1650
"1413";"AU";"AU";1650
"1414";"NL";"WW";1
"1415";"NL";"WW";1
"1416";"NL";"WW";1
"1417";"NL";"WW";1
"1418";"NL";"WW";1
"1419";"DE";"WW, DE";490
"1420";"DE";"WW, DE";490
"1421";"DE";"WW, DE";490
"1422";"DE";"WW, DE";490
"1423";"DE";"WW, DE";490
"1424";"DE";"WW, DE";490
"1425";"DE";"WW, DE";490
"1426";"DE";"WW, DE";490
"1427";"DE";"WW, DE";490
"1428";"DE";"WW, DE";490
"1429";"DE";"WW, DE";490
"1430";"DE";"WW, DE";490
"1431";"DE";"WW, DE";490
"1432";"DE";"WW, DE";490
"1433";"DE";"DE, EU";110
"1434";"DE";"DE, EU";110
"1435";"DE";"EU";60
"1436";"DE";"EU";60
"1437";"DE";"EU";60
"1438";"DE";"EU";60
"1439";"DE";"EU";60
"1440";"DE";"EU";60
"1441";"DE";"EU";60
"1442";"DE";"EU";60
"1443";"DE";"EU";60
"1444";"DE";"EU";60
"1445";"DE";"WW";290
"1446";"DE";"WW";290
"1447";"DE";"WW";290
"1448";"DE";"WW";290
"1449";"DE";"WW";290
"1450";"DE";"WW";290
"1451";"DE";"WW";290
"1452";"DE";"WW";290
"1453";"DE";"WW";290
"1454";"DE";"WW";290
"1455";"DE";"WW";290
"1456";"DE";"WW";290
"1457";"DE";"WW";290
"1458";"DE";"WW";290
"1459";"DE";"WW";290
"1460";"DE";"WW";290
"1461";"DE";"WW";290
"1462";"DE";"WW";290
"1463";"DE";"WW";290
"1464";"DE";"WW";290
"1465";"DE";"WW";290
"1466";"DE";"WW";290
"1467";"BE";"WW";240
"1468";"BE";"WW";240
"1469";"BE";"WW";240
"1470";"BE";"WW";240
"1471";"BE";"WW";240
"1472";"BE";"WW";240
"1473";"BE";"WW";240
"1474";"DE";"EU";700
"1475";"DE";"EU";700
"1476";"DE";"EU";700
"1477";"DE";"EU";700
"1478";"DE";"EU";700
"1479";"NL";"WW";12
"1480";"NL";"WW";12
"1481";"FR";"FR, EU";1
"1482";"NL";"WW";12
"1483";"NL";"WW";12
"1484";"FR";"FR, EU";1
"1485";"FR";"FR, EU";1
"1486";"NL";"WW";12
"1487";"NL";"WW";12
"1488";"FR";"FR, EU";1
"1489";"FR";"FR, EU";1
"1490";"NL";"WW";12
"1491";"NL";"WW";12
"1492";"FR";"FR, EU";1
"1493";"NL";"WW, US";360
"1494";"NL";"WW, US";360
"1495";"NL";"WW, US";360
"1496";"NL";"WW, US";360
"1497";"NL";"WW, US";360
"1498";"NL";"WW, US";360
"1499";"NL";"WW, US";360
"1500";"NL";"WW, US";360
"1501";"NL";"WW, US";360
"1502";"NL";"WW, US";360
"1503";"NL";"WW, US";360
"1504";"NL";"WW, US";360
